name,iso_code,latitude,longitude
Shariyatpur,BD-73,NULL,NULL
Sherpur,BD-74,25.0164,90.0143
Sirajganj,BD-75,24.455391,89.699951
Sunamganj,BD-76,25.04562,91.387154
Sylhet,BD-77,24.589978,91.726587
Tangail,BD-78,24.2447,89.9243
Thakurgaon,BD-79,26.016667,88.466667
Antwerpen,BE-01,NULL,NULL
Brabant,BE-02,NULL,NULL
Brabant Wallon,BE-10,50.666348,4.555613
Brussels Hoofdstedelijk Gewest,BE-11,NULL,NULL
Hainaut,BE-03,NULL,NULL
Liege,BE-04,NULL,NULL
Limburg,BE-05,NULL,NULL
Luxembourg,BE-06,NULL,NULL
Namur,BE-07,NULL,NULL
Oost-Vlaanderen,BE-08,NULL,NULL
Vlaams-Brabant,BE-12,NULL,NULL
West-Vlaanderen,BE-09,NULL,NULL
Bale,BF-45,13.7,-0.616667
Bam,BF-15,NULL,NULL
Banwa,BF-46,NULL,NULL
Bazega,BF-47,NULL,NULL
Bougouriba,BF-48,NULL,NULL
Boulgou,BF-49,12.51166,0.832415
Boulkiemde,BF-19,NULL,NULL
Ganzourgou,BF-20,NULL,NULL
Gnagna,BF-21,NULL,NULL
Gourma,BF-50,12.933333,0.733333
Houet,BF-51,NULL,NULL
Ioba,BF-52,NULL,NULL
Kadiogo,BF-53,NULL,NULL
Kenedougou,BF-54,NULL,NULL
Komoe,BF-55,NULL,NULL
Komondjari,BF-56,NULL,NULL
Kompienga,BF-57,NULL,NULL
Kossi,BF-58,NULL,NULL
Koulpelogo,BF-59,NULL,NULL
Kouritenga,BF-28,NULL,NULL
Kourweogo,BF-60,NULL,NULL
Leraba,BF-61,10.06782,-4.799133
Loroum,BF-62,NULL,NULL
Mouhoun,BF-63,NULL,NULL
Namentenga,BF-64,NULL,NULL
Naouri,BF-65,12.133333,0.583333
Nayala,BF-66,NULL,NULL
Noumbiel,BF-67,NULL,NULL
Oubritenga,BF-68,NULL,NULL
Oudalan,BF-33,NULL,NULL
Passore,BF-34,NULL,NULL
Poni,BF-69,NULL,NULL
Sanguie,BF-36,NULL,NULL
Sanmatenga,BF-70,NULL,NULL
Seno,BF-71,14.366667,-0.566667
Sissili,BF-72,NULL,NULL
Soum,BF-40,NULL,NULL
Sourou,BF-73,11.416667,-1.866667
Tapoa,BF-42,12.484337,2.399365
Tuy,BF-74,NULL,NULL
Yagha,BF-75,10.466667,-2.783333
Yatenga,BF-76,NULL,NULL
Ziro,BF-77,NULL,NULL
Zondoma,BF-78,NULL,NULL
Zoundweogo,BF-44,NULL,NULL
Blagoevgrad,BG-38,NULL,NULL
Burgas,BG-39,NULL,NULL
Dobrich,BG-40,NULL,NULL
Gabrovo,BG-41,NULL,NULL
Grad Sofiya,BG-42,NULL,NULL
Khaskovo,BG-43,NULL,NULL
Kurdzhali,BG-44,NULL,NULL
Kyustendil,BG-45,NULL,NULL
Lovech,BG-46,NULL,NULL
Mikhaylovgrad,BG-33,NULL,NULL
Montana,BG-47,NULL,NULL
Pazardzhik,BG-48,NULL,NULL
Pernik,BG-49,NULL,NULL
Pleven,BG-50,NULL,NULL
Plovdiv,BG-51,NULL,NULL
Razgrad,BG-52,NULL,NULL
Ruse,BG-53,NULL,NULL
Shumen,BG-54,NULL,NULL
Silistra,BG-55,NULL,NULL
Sliven,BG-56,NULL,NULL
Smolyan,BG-57,NULL,NULL
Sofiya,BG-58,NULL,NULL
Stara Zagora,BG-59,NULL,NULL
Turgovishte,BG-60,NULL,NULL
Varna,BG-61,NULL,NULL
Veliko Turnovo,BG-62,NULL,NULL
Vidin,BG-63,NULL,NULL
Vratsa,BG-64,NULL,NULL
Yambol,BG-65,NULL,NULL
Al Hadd,BH-01,NULL,NULL
Al Manamah,BH-02,NULL,NULL
Al Mintaqah al Gharbiyah,BH-08,26.04178,50.497529
Al Mintaqah al Wusta,BH-11,26.178315,50.532508
Al Mintaqah ash Shamaliyah,BH-10,NULL,NULL
Al Muharraq,BH-03,NULL,NULL
Ar Rifa,BH-13,26.1298,50.537
Jidd Hafs,BH-05,NULL,NULL
Madinat,BH-12,NULL,NULL
Madinat Hamad,BH-14,26.100456,50.512521
Mintaqat Juzur Hawar,BH-09,NULL,NULL
Sitrah,BH-06,26.161012,50.625151
Bubanza,BI-09,-3.133502,29.386686
Bujumbura,BI-02,NULL,NULL
Bururi,BI-10,-3.882269,29.641667
Cankuzo,BI-11,-3.15,30.603676
Cibitoke,BI-12,-2.833333,29.225
Gitega,BI-13,-3.441667,29.916666
Karuzi,BI-14,-3.125,30.125
Kayanza,BI-15,-3.025,29.641667
Kirundo,BI-16,-2.55,30.158333
Makamba,BI-17,-4.191667,29.825
Muramvya,BI-22,-3.383333,29.691666
Muyinga,BI-18,-2.708333,30.3
Mwaro,BI-23,NULL,NULL
Ngozi,BI-19,-2.9,29.875
Rutana,BI-20,-3.825,30.166666
Ruyigi,BI-21,-3.455418,30.358333
Atakora,BJ-01,NULL,NULL
Atlantique,BJ-02,NULL,NULL
Borgou,BJ-03,NULL,NULL
Mono,BJ-04,NULL,NULL
Oueme,BJ-05,NULL,NULL
Zou,BJ-06,NULL,NULL
Devonshire,BM-01,33.73958,-116.309267
Hamilton,BM-02,32.329337,-64.706
Paget,BM-04,NULL,NULL
Pembroke,BM-05,37.289949,-77.432914
Saint George,BM-06,NULL,NULL
Saint George's,BM-07,NULL,NULL
Sandys,BM-08,NULL,NULL
Smiths,BM-09,NULL,NULL
Southampton,BM-10,37.237342,-77.376659
Warwick,BM-11,37.45889,-77.42306
Alibori,BN-07,NULL,NULL
Belait,BN-08,4.449758,114.318703
Brunei and Muara,BN-09,NULL,NULL
Collines,BN-11,NULL,NULL
Donga,BN-13,NULL,NULL
Kouffo,BN-12,NULL,NULL
Littoral,BN-14,NULL,NULL
Oueme,BN-16,NULL,NULL
Plateau,BN-17,NULL,NULL
Temburong,BN-10,NULL,NULL
Tutong,BN-15,4.805784,114.646698
Zou,BN-18,NULL,NULL
Chuquisaca,BO-01,NULL,NULL
Cochabamba,BO-02,NULL,NULL
El Beni,BO-03,NULL,NULL
La Paz,BO-04,NULL,NULL
Oruro,BO-05,NULL,NULL
Pando,BO-06,-11.088623,-67.423198
Potosi,BO-07,NULL,NULL
Santa Cruz,BO-08,NULL,NULL
Tarija,BO-09,NULL,NULL
Acre,BR-01,NULL,NULL
Alagoas,BR-02,NULL,NULL
Amapa,BR-03,NULL,NULL
Amazonas,BR-04,NULL,NULL
Bahia,BR-05,NULL,NULL
Ceara,BR-06,NULL,NULL
Distrito Federal,BR-07,NULL,NULL
Espirito Santo,BR-08,NULL,NULL
Goias,BR-29,NULL,NULL
Maranhao,BR-13,NULL,NULL
Mato Grosso,BR-14,NULL,NULL
Mato Grosso do Sul,BR-11,NULL,NULL
Minas Gerais,BR-15,NULL,NULL
Para,BR-16,NULL,NULL
Paraiba,BR-17,NULL,NULL
Parana,BR-18,NULL,NULL
Pernambuco,BR-30,NULL,NULL
Piaui,BR-20,NULL,NULL
Rio de Janeiro,BR-21,NULL,NULL
Rio Grande do Norte,BR-22,NULL,NULL
Rio Grande do Sul,BR-23,NULL,NULL
Rondonia,BR-24,NULL,NULL
Roraima,BR-25,NULL,NULL
Santa Catarina,BR-26,NULL,NULL
Sao Paulo,BR-27,NULL,NULL
Sergipe,BR-28,NULL,NULL
Tocantins,BR-31,NULL,NULL
Acklins and Crooked Islands,BS-24,NULL,NULL
Bimini,BS-05,25.700378,-79.26474
Cat Island,BS-06,24.403209,-75.525948
Exuma,BS-10,23.56913,-75.845447
Freeport,BS-25,NULL,NULL
Fresh Creek,BS-26,NULL,NULL
Governor's Harbour,BS-27,NULL,NULL
Green Turtle Cay,BS-28,NULL,NULL
Harbour Island,BS-22,NULL,NULL
High Rock,BS-29,NULL,NULL
Inagua,BS-13,20.977222,-73.665276
Kemps Bay,BS-30,23.866667,-77.516667
Long Island,BS-15,23.271651,-75.085708
Marsh Harbour,BS-31,NULL,NULL
Mayaguana,BS-16,22.379528,-73.0135
New Providence,BS-23,NULL,NULL
Nichollstown and Berry Islands,BS-32,NULL,NULL
Ragged Island,BS-18,22.22731,-75.730793
Rock Sound,BS-33,24.96731,-76.183823
San Salvador and Rum Cay,BS-35,NULL,NULL
Sandy Point,BS-34,26.004639,-77.395483
Bumthang,BT-05,27.682259,90.630643
Chhukha,BT-06,NULL,NULL
Chirang,BT-07,NULL,NULL
Daga,BT-08,NULL,NULL
Geylegphug,BT-09,NULL,NULL
Ha,BT-10,NULL,NULL
Lhuntshi,BT-11,NULL,NULL
Mongar,BT-12,27.129152,91.167156
Paro,BT-13,27.513568,89.357058
Pemagatsel,BT-14,NULL,NULL
Punakha,BT-15,27.680425,89.895182
Samchi,BT-16,NULL,NULL
Samdrup,BT-17,26.81,91.56
Shemgang,BT-18,NULL,NULL
Tashigang,BT-19,27.379431,91.879189
Thimphu,BT-20,NULL,NULL
Tongsa,BT-21,27.499969,90.503357
Wangdi Phodrang,BT-22,27.53841,89.892951
Central,BW-01,-21.483334,26.422628
Chobe,BW-02,-18.308334,24.883333
Ghanzi,BW-03,-21.703975,21.64618
Kgalagadi,BW-04,-25.075,22.075
Kgatleng,BW-05,-24.216667,26.35
Kweneng,BW-06,-24.030063,24.5
Ngamiland,BW-07,-19.244866,23.1
North-East,BW-08,NULL,NULL
South-East,BW-09,NULL,NULL
Southern,BW-10,-25.008333,24.396088
Brestskaya Voblasts',BY-01,NULL,NULL
Homyel'skaya Voblasts',BY-02,NULL,NULL
Hrodzyenskaya Voblasts',BY-03,NULL,NULL
Mahilyowskaya Voblasts',BY-06,NULL,NULL
Minsk,BY-04,NULL,NULL
Minskaya Voblasts',BY-05,NULL,NULL
Vitsyebskaya Voblasts',BY-07,NULL,NULL
Belize,BZ-01,NULL,NULL
Cayo,BZ-02,NULL,NULL
Corozal,BZ-03,NULL,NULL
Orange Walk,BZ-04,17.779726,-88.718411
Stann Creek,BZ-05,NULL,NULL
Toledo,BZ-06,NULL,NULL
Alberta,CA-01,54.500981,-114.99992
British Columbia,CA-02,54.115749,-126.55071
Manitoba,CA-03,54.503629,-95.494255
New Brunswick,CA-04,46.285875,-66.256015
Newfoundland and Labrador,CA-05,53.337125,-60.21835
Northwest Territories,CA-13,69.36212,-119.240445
Nova Scotia,CA-07,45.543425,-61.63183
Nunavut,CA-14,67.136865,-91.092025
Ontario,CA-08,49.26788,-84.74493
Prince Edward Island,CA-09,46.634645,-63.05213
Quebec,CA-10,46.81274,-71.21935
Saskatchewan,CA-11,54.50071,-105.68423
Yukon Territory,CA-12,64.8369,-132.39536
Bandundu,CD-01,-3.307778,17.383333
Bas-Congo,CD-08,-5.183388,14.258333
Equateur,CD-02,1.358334,20.290649
Kasai-Occidental,CD-03,-5.149982,21.736541
Kasai-Oriental,CD-04,-4.856722,24.058333
Katanga,CD-05,-9.179045,26.191997
Kinshasa,CD-06,-4.491666,15.828001
Kivu,CD-07,NULL,NULL
Maniema,CD-10,-1.167485,28.61903
Nord-Kivu,CD-11,NULL,NULL
Orientale,CD-09,1.505395,26.888719
Sud-Kivu,CD-12,NULL,NULL
Bamingui-Bangoran,CF-01,8.202459,20.274489
Bangui,CF-18,NULL,NULL
Basse-Kotto,CF-02,4.924944,21.35
Haut-Mbomou,CF-05,6.072541,26.041666
Haute-Kotto,CF-03,7.03974,22.515856
Kemo,CF-06,5.711471,19.475
Lobaye,CF-07,4.251303,17.727095
Mambere-Kadei,CF-04,4.522075,15.908333
Mbomou,CF-08,5.247212,23.4
Nana-Grebizi,CF-15,6.973257,19.425
Nana-Mambere,CF-09,5.773557,15.54668
Ombella-Mpoko,CF-17,4.916667,17.833333
Ouaka,CF-11,6.143173,20.76937
Ouham,CF-12,7.067532,17.861185
Ouham-Pende,CF-13,6.683333,16.108816
Sangha-Mbaere,CF-16,3.300875,16.3
Vakaga,CF-14,9.643518,22.147255
Bouenza,CG-01,-4.15,13.516667
Brazzaville,CG-12,NULL,NULL
Cuvette,CG-03,-0.466667,15.682525
Kouilou,CG-04,NULL,NULL
Lekoumou,CG-05,-3.171705,13.475
Likouala,CG-06,1.401412,17.74006
Niari,CG-07,-3.384698,12.568701
Plateaux,CG-08,-1.941667,15.441667
Pool,CG-11,-3.907402,15.082881
Sangha,CG-10,NULL,NULL
Aargau,CH-01,NULL,NULL
Ausser-Rhoden,CH-02,NULL,NULL
Basel-Landschaft,CH-03,NULL,NULL
Basel-Stadt,CH-04,NULL,NULL
Bern,CH-05,NULL,NULL
Fribourg,CH-06,NULL,NULL
Geneve,CH-07,NULL,NULL
Glarus,CH-08,NULL,NULL
Graubunden,CH-09,NULL,NULL
Inner-Rhoden,CH-10,NULL,NULL
Jura,CH-26,NULL,NULL
Luzern,CH-11,NULL,NULL
Neuchatel,CH-12,NULL,NULL
Nidwalden,CH-13,NULL,NULL
Obwalden,CH-14,NULL,NULL
Sankt Gallen,CH-15,NULL,NULL
Schaffhausen,CH-16,NULL,NULL
Schwyz,CH-17,NULL,NULL
Solothurn,CH-18,NULL,NULL
Thurgau,CH-19,NULL,NULL
Ticino,CH-20,NULL,NULL
Uri,CH-21,NULL,NULL
Valais,CH-22,NULL,NULL
Vaud,CH-23,NULL,NULL
Zug,CH-24,NULL,NULL
Zurich,CH-25,NULL,NULL
Abengourou,CI-01,6.72909,-3.491421
Abidjan,CI-61,NULL,NULL
Aboisso,CI-62,5.466667,-3.2
Adiake,CI-63,5.2908,-3.3267
Adzope,CI-05,6.096143,-3.868163
Agboville,CI-06,5.927773,-4.222393
Alepe,CI-64,NULL,NULL
Bangolo,CI-36,7.033248,-7.144255
Beoumi,CI-37,7.775733,-5.391067
Biankouma,CI-07,7.7344,-7.6128
Bocanda,CI-65,7.0481,-4.5284
Bondoukou,CI-38,7.083333,-5.05
Bongouanou,CI-27,6.65,-4.2
Bouafle,CI-39,6.98166,-5.750575
Bouake,CI-40,9.616667,-7.416667
Bouna,CI-11,9.269945,-2.994693
Boundiali,CI-12,9.52211,-6.488623
Dabakala,CI-03,8.3611,-4.424
Dabou,CI-66,5.313541,-4.383539
Daloa,CI-41,6.87775,-6.4472
Danane,CI-14,7.260198,-8.150842
Daoukro,CI-42,7.0591,-3.9631
Dimbokro,CI-67,6.645828,-4.706601
Divo,CI-16,5.843325,-5.36144
Duekoue,CI-44,6.7426,-7.3372
Ferkessedougou,CI-17,9.594077,-5.202254
Gagnoa,CI-18,6.137461,-5.908112
Grand-Bassam,CI-68,5.196354,-3.745698
Grand-Lahou,CI-45,5.182858,-4.999068
Guiglo,CI-69,6.55,-7.483333
Issia,CI-28,6.4801,-6.5866
Jacqueville,CI-70,5.2,-4.416667
Katiola,CI-20,9.65,-7.616667
Korhogo,CI-21,9.449102,-5.642024
Lakota,CI-29,5.85,-5.683333
Man,CI-47,7.404119,-7.550929
Mankono,CI-30,8.45,-6.866667
Mbahiakro,CI-48,7.4557,-4.3469
Odienne,CI-23,9.509565,-7.574298
Oume,CI-31,6.3779,-5.4256
Sakassou,CI-49,6.542578,-4.827003
San Pedro,CI-50,4.745555,-6.661667
Sassandra,CI-51,NULL,NULL
Seguela,CI-25,7.966667,-6.666667
Sinfra,CI-52,6.620751,-5.914704
Soubre,CI-32,5.781,-6.6032
Tabou,CI-53,4.4173,-7.3593
Tanda,CI-54,7.8018,-3.1678
Tiassale,CI-55,5.9327,-4.9867
Tiebissou,CI-71,7.716667,-4.666667
Tingrela,CI-33,10.4696,-6.4084
Touba,CI-26,9.723194,-7.395185
Toulepleu,CI-72,6.576575,-8.420091
Toumodi,CI-56,7.433333,-5.616667
Vavoua,CI-57,7.3713,-6.4837
Yamoussoukro,CI-73,6.84025,-5.3239
Zuenoula,CI-34,7.433333,-6.05
Aisen del General Carlos Ibanez del Campo,CL-02,NULL,NULL
Antofagasta,CL-03,NULL,NULL
Araucania,CL-04,NULL,NULL
Atacama,CL-05,NULL,NULL
Bio-Bio,CL-06,NULL,NULL
Coquimbo,CL-07,NULL,NULL
Libertador General Bernardo O'Higgins,CL-08,NULL,NULL
Los Lagos,CL-09,NULL,NULL
Magallanes y de la Antartica Chilena,CL-10,NULL,NULL
Maule,CL-11,NULL,NULL
Region Metropolitana,CL-12,NULL,NULL
Tarapaca,CL-13,NULL,NULL
Valparaiso,CL-01,NULL,NULL
Adamaoua,CM-10,NULL,NULL
Centre,CM-11,NULL,NULL
Est,CM-04,4.008334,14.11337
Extreme-Nord,CM-12,NULL,NULL
Littoral,CM-05,NULL,NULL
Nord,CM-13,8.666667,13.915753
Nord-Ouest,CM-07,NULL,NULL
Ouest,CM-08,NULL,NULL
Sud,CM-14,2.916667,11.615155
Sud-Ouest,CM-09,NULL,NULL
Anhui,CN-01,NULL,NULL
Beijing,CN-22,NULL,NULL
Chongqing,CN-33,NULL,NULL
Fujian,CN-07,NULL,NULL
Gansu,CN-15,NULL,NULL
Guangdong,CN-30,22.878949,113.447452
Guangxi,CN-16,NULL,NULL
Guizhou,CN-18,NULL,NULL
